[00:50:41.441] {'base_lr': 0.01,
 'batch_size': 24,
 'cfg': 'config_2d_complete.yml',
 'conf_threshold': 0.95,
 'consistency': 2.0,
 'consistency_rampup': 150,
 'cutmix_prob': 1.0,
 'deterministic': False,
 'ema_decay': 0.99,
 'exp': 'ACDC_leave/v19',
 'flag_ema_buffer': True,
 'flag_ema_mode_train': True,
 'flag_extra_weak': True,
 'flag_not_use_noise_weak': False,
 'flag_pseudo_from_student': False,
 'flag_sampling_based_on_lb': False,
 'flag_ulb_loss_type': 'dice',
 'flag_use_color_augs': True,
 'flag_use_dynamic_cutmix': False,
 'flag_use_teacher_warmup': False,
 'gpu_id': 2,
 'labeled_bs': 12,
 'labeled_num': 7,
 'max_iterations': 30000,
 'model': 'unet',
 'num_classes': 4,
 'patch_size': [256, 256],
 'poly': True,
 'res_path': './results/ACDC',
 'root_path': './data/ACDC',
 'save_interval_epoch': 1000000,
 'seed': 2023,
 'test_interval_iter': 200}
[00:50:48.111] Total silices is: 1312, labeled slices is: 136
[00:50:48.112] 98 iterations per epoch
[00:50:52.416] iteration:1  t-loss:1.1302, loss-lb:1.1173, loss-ulb:0.9551, weight:0.01, high-r:0.00, lr:0.0100
[00:50:52.970] iteration:2  t-loss:1.1025, loss-lb:1.0982, loss-ulb:0.3185, weight:0.01, high-r:0.00, lr:0.0100
[00:50:53.513] iteration:3  t-loss:1.0488, loss-lb:1.0427, loss-ulb:0.4521, weight:0.01, high-r:0.00, lr:0.0100
[00:50:54.058] iteration:4  t-loss:0.9689, loss-lb:0.9613, loss-ulb:0.5646, weight:0.01, high-r:0.00, lr:0.0100
[00:50:54.603] iteration:5  t-loss:0.8939, loss-lb:0.8843, loss-ulb:0.7191, weight:0.01, high-r:0.00, lr:0.0100
[00:50:55.149] iteration:6  t-loss:0.8255, loss-lb:0.8153, loss-ulb:0.7547, weight:0.01, high-r:0.00, lr:0.0100
[00:50:55.697] iteration:7  t-loss:0.7171, loss-lb:0.7070, loss-ulb:0.7523, weight:0.01, high-r:0.01, lr:0.0100
[00:50:56.243] iteration:8  t-loss:0.6528, loss-lb:0.6426, loss-ulb:0.7555, weight:0.01, high-r:0.01, lr:0.0100
[00:50:56.787] iteration:9  t-loss:0.5841, loss-lb:0.5740, loss-ulb:0.7514, weight:0.01, high-r:0.02, lr:0.0100
[00:50:57.332] iteration:10  t-loss:0.5324, loss-lb:0.5223, loss-ulb:0.7521, weight:0.01, high-r:0.03, lr:0.0100
[00:50:57.835] iteration:11  t-loss:0.4920, loss-lb:0.4818, loss-ulb:0.7509, weight:0.01, high-r:0.09, lr:0.0100
[00:50:58.325] iteration:12  t-loss:0.4869, loss-lb:0.4768, loss-ulb:0.7515, weight:0.01, high-r:0.13, lr:0.0100
[00:50:58.817] iteration:13  t-loss:0.4631, loss-lb:0.4530, loss-ulb:0.7513, weight:0.01, high-r:0.18, lr:0.0100
[00:50:59.313] iteration:14  t-loss:0.4474, loss-lb:0.4373, loss-ulb:0.7508, weight:0.01, high-r:0.31, lr:0.0100
[00:50:59.808] iteration:15  t-loss:0.4274, loss-lb:0.4173, loss-ulb:0.7503, weight:0.01, high-r:0.58, lr:0.0100
[00:51:00.305] iteration:16  t-loss:0.4269, loss-lb:0.4168, loss-ulb:0.7503, weight:0.01, high-r:0.63, lr:0.0100
[00:51:00.803] iteration:17  t-loss:0.4333, loss-lb:0.4232, loss-ulb:0.7505, weight:0.01, high-r:0.71, lr:0.0100
[00:51:01.300] iteration:18  t-loss:0.4500, loss-lb:0.4399, loss-ulb:0.7505, weight:0.01, high-r:0.72, lr:0.0100
[00:51:01.798] iteration:19  t-loss:0.4675, loss-lb:0.4574, loss-ulb:0.7503, weight:0.01, high-r:0.74, lr:0.0100
[00:51:02.298] iteration:20  t-loss:0.4435, loss-lb:0.4334, loss-ulb:0.7502, weight:0.01, high-r:0.75, lr:0.0100
[00:51:02.797] iteration:21  t-loss:0.4447, loss-lb:0.4346, loss-ulb:0.7502, weight:0.01, high-r:0.76, lr:0.0100
[00:51:03.295] iteration:22  t-loss:0.4313, loss-lb:0.4212, loss-ulb:0.7501, weight:0.01, high-r:0.77, lr:0.0100
[00:51:03.796] iteration:23  t-loss:0.4321, loss-lb:0.4220, loss-ulb:0.7501, weight:0.01, high-r:0.78, lr:0.0100
[00:51:04.295] iteration:24  t-loss:0.4155, loss-lb:0.4053, loss-ulb:0.7504, weight:0.01, high-r:0.79, lr:0.0100
[00:51:04.794] iteration:25  t-loss:0.4277, loss-lb:0.4176, loss-ulb:0.7503, weight:0.01, high-r:0.78, lr:0.0100
[00:51:05.293] iteration:26  t-loss:0.4071, loss-lb:0.3970, loss-ulb:0.7500, weight:0.01, high-r:0.77, lr:0.0100
[00:51:05.794] iteration:27  t-loss:0.4351, loss-lb:0.4250, loss-ulb:0.7502, weight:0.01, high-r:0.77, lr:0.0100
[00:51:06.293] iteration:28  t-loss:0.4260, loss-lb:0.4159, loss-ulb:0.7503, weight:0.01, high-r:0.79, lr:0.0100
[00:51:06.792] iteration:29  t-loss:0.4531, loss-lb:0.4430, loss-ulb:0.7503, weight:0.01, high-r:0.78, lr:0.0100
[00:51:07.294] iteration:30  t-loss:0.4365, loss-lb:0.4263, loss-ulb:0.7502, weight:0.01, high-r:0.79, lr:0.0100
[00:51:07.794] iteration:31  t-loss:0.4304, loss-lb:0.4203, loss-ulb:0.7501, weight:0.01, high-r:0.78, lr:0.0100
[00:51:08.325] iteration:32  t-loss:0.4298, loss-lb:0.4197, loss-ulb:0.7501, weight:0.01, high-r:0.80, lr:0.0100
[00:51:08.825] iteration:33  t-loss:0.4134, loss-lb:0.4033, loss-ulb:0.7501, weight:0.01, high-r:0.80, lr:0.0100
[00:51:09.324] iteration:34  t-loss:0.4396, loss-lb:0.4295, loss-ulb:0.7503, weight:0.01, high-r:0.78, lr:0.0100
[00:51:09.824] iteration:35  t-loss:0.4053, loss-lb:0.3952, loss-ulb:0.7504, weight:0.01, high-r:0.80, lr:0.0100
[00:51:10.325] iteration:36  t-loss:0.4113, loss-lb:0.4012, loss-ulb:0.7501, weight:0.01, high-r:0.80, lr:0.0100
[00:51:10.824] iteration:37  t-loss:0.4233, loss-lb:0.4132, loss-ulb:0.7505, weight:0.01, high-r:0.80, lr:0.0100
[00:51:11.325] iteration:38  t-loss:0.4213, loss-lb:0.4112, loss-ulb:0.7502, weight:0.01, high-r:0.80, lr:0.0100
[00:51:11.824] iteration:39  t-loss:0.4173, loss-lb:0.4072, loss-ulb:0.7502, weight:0.01, high-r:0.78, lr:0.0100
[00:51:12.325] iteration:40  t-loss:0.4360, loss-lb:0.4259, loss-ulb:0.7502, weight:0.01, high-r:0.81, lr:0.0100
[00:51:12.927] iteration:41  t-loss:0.4274, loss-lb:0.4173, loss-ulb:0.7503, weight:0.01, high-r:0.79, lr:0.0100
[00:51:13.425] iteration:42  t-loss:0.4143, loss-lb:0.4042, loss-ulb:0.7503, weight:0.01, high-r:0.80, lr:0.0100
[00:51:13.982] iteration:43  t-loss:0.4297, loss-lb:0.4196, loss-ulb:0.7504, weight:0.01, high-r:0.82, lr:0.0100
[00:51:14.480] iteration:44  t-loss:0.4611, loss-lb:0.4510, loss-ulb:0.7505, weight:0.01, high-r:0.81, lr:0.0100
[00:51:14.980] iteration:45  t-loss:0.3865, loss-lb:0.3764, loss-ulb:0.7504, weight:0.01, high-r:0.78, lr:0.0100
[00:51:15.480] iteration:46  t-loss:0.4223, loss-lb:0.4122, loss-ulb:0.7502, weight:0.01, high-r:0.80, lr:0.0100
[00:51:15.999] iteration:47  t-loss:0.4095, loss-lb:0.3994, loss-ulb:0.7503, weight:0.01, high-r:0.79, lr:0.0100
[00:51:16.499] iteration:48  t-loss:0.4008, loss-lb:0.3907, loss-ulb:0.7502, weight:0.01, high-r:0.82, lr:0.0100
[00:51:16.999] iteration:49  t-loss:0.3994, loss-lb:0.3893, loss-ulb:0.7501, weight:0.01, high-r:0.79, lr:0.0100
[00:51:17.498] iteration:50  t-loss:0.4222, loss-lb:0.4121, loss-ulb:0.7502, weight:0.01, high-r:0.80, lr:0.0100
[00:51:17.998] iteration:51  t-loss:0.3882, loss-lb:0.3781, loss-ulb:0.7501, weight:0.01, high-r:0.79, lr:0.0100
[00:51:18.498] iteration:52  t-loss:0.3815, loss-lb:0.3714, loss-ulb:0.7502, weight:0.01, high-r:0.82, lr:0.0100
[00:51:19.001] iteration:53  t-loss:0.3945, loss-lb:0.3844, loss-ulb:0.7506, weight:0.01, high-r:0.80, lr:0.0100
[00:51:19.500] iteration:54  t-loss:0.4177, loss-lb:0.4076, loss-ulb:0.7501, weight:0.01, high-r:0.82, lr:0.0100
[00:51:19.998] iteration:55  t-loss:0.4165, loss-lb:0.4064, loss-ulb:0.7501, weight:0.01, high-r:0.80, lr:0.0100
[00:51:20.498] iteration:56  t-loss:0.4254, loss-lb:0.4153, loss-ulb:0.7503, weight:0.01, high-r:0.85, lr:0.0100
[00:51:20.997] iteration:57  t-loss:0.4220, loss-lb:0.4119, loss-ulb:0.7503, weight:0.01, high-r:0.82, lr:0.0100
[00:51:21.497] iteration:58  t-loss:0.3989, loss-lb:0.3888, loss-ulb:0.7501, weight:0.01, high-r:0.82, lr:0.0100
