[00:51:41.187] {'base_lr': 0.01,
 'batch_size': 24,
 'cfg': 'config_2d_complete.yml',
 'conf_threshold': 0.95,
 'consistency': 2.0,
 'consistency_rampup': 150,
 'cutmix_prob': 1.0,
 'deterministic': False,
 'ema_decay': 0.99,
 'exp': 'ACDC_leave/v21',
 'flag_ema_buffer': True,
 'flag_ema_mode_train': True,
 'flag_extra_weak': True,
 'flag_not_use_noise_weak': False,
 'flag_pseudo_from_student': False,
 'flag_sampling_based_on_lb': False,
 'flag_ulb_loss_type': 'dice',
 'flag_use_color_augs': True,
 'flag_use_dynamic_cutmix': False,
 'flag_use_teacher_warmup': False,
 'gpu_id': 0,
 'labeled_bs': 12,
 'labeled_num': 7,
 'max_iterations': 30000,
 'model': 'unet',
 'num_classes': 4,
 'patch_size': [256, 256],
 'poly': True,
 'res_path': './results/ACDC',
 'root_path': './data/ACDC',
 'save_interval_epoch': 1000000,
 'seed': 2023,
 'test_interval_iter': 200}
[00:51:48.009] Total silices is: 1312, labeled slices is: 136
[00:51:48.011] 98 iterations per epoch
[00:51:52.603] iteration:1  t-loss:1.1302, loss-lb:1.1173, loss-ulb:0.9551, weight:0.01, high-r:0.00, lr:0.0100
[00:51:53.224] iteration:2  t-loss:1.1025, loss-lb:1.0982, loss-ulb:0.3185, weight:0.01, high-r:0.00, lr:0.0100
[00:51:53.795] iteration:3  t-loss:1.0488, loss-lb:1.0427, loss-ulb:0.4521, weight:0.01, high-r:0.00, lr:0.0100
[00:51:54.366] iteration:4  t-loss:0.9689, loss-lb:0.9613, loss-ulb:0.5646, weight:0.01, high-r:0.00, lr:0.0100
[00:51:54.926] iteration:5  t-loss:0.8939, loss-lb:0.8843, loss-ulb:0.7191, weight:0.01, high-r:0.00, lr:0.0100
[00:51:55.501] iteration:6  t-loss:0.8255, loss-lb:0.8153, loss-ulb:0.7547, weight:0.01, high-r:0.00, lr:0.0100
[00:51:56.082] iteration:7  t-loss:0.7171, loss-lb:0.7070, loss-ulb:0.7523, weight:0.01, high-r:0.01, lr:0.0100
[00:51:56.663] iteration:8  t-loss:0.6528, loss-lb:0.6426, loss-ulb:0.7555, weight:0.01, high-r:0.01, lr:0.0100
[00:51:57.232] iteration:9  t-loss:0.5841, loss-lb:0.5740, loss-ulb:0.7514, weight:0.01, high-r:0.02, lr:0.0100
[00:51:57.815] iteration:10  t-loss:0.5324, loss-lb:0.5223, loss-ulb:0.7521, weight:0.01, high-r:0.03, lr:0.0100
[00:51:58.319] iteration:11  t-loss:0.4920, loss-lb:0.4818, loss-ulb:0.7509, weight:0.01, high-r:0.09, lr:0.0100
[00:51:58.833] iteration:12  t-loss:0.4869, loss-lb:0.4768, loss-ulb:0.7515, weight:0.01, high-r:0.13, lr:0.0100
[00:51:59.341] iteration:13  t-loss:0.4631, loss-lb:0.4530, loss-ulb:0.7513, weight:0.01, high-r:0.18, lr:0.0100
[00:51:59.845] iteration:14  t-loss:0.4474, loss-lb:0.4373, loss-ulb:0.7508, weight:0.01, high-r:0.31, lr:0.0100
[00:52:00.365] iteration:15  t-loss:0.4274, loss-lb:0.4173, loss-ulb:0.7503, weight:0.01, high-r:0.58, lr:0.0100
[00:52:00.872] iteration:16  t-loss:0.4269, loss-lb:0.4168, loss-ulb:0.7503, weight:0.01, high-r:0.63, lr:0.0100
[00:52:01.393] iteration:17  t-loss:0.4333, loss-lb:0.4232, loss-ulb:0.7505, weight:0.01, high-r:0.71, lr:0.0100
[00:52:01.903] iteration:18  t-loss:0.4500, loss-lb:0.4399, loss-ulb:0.7505, weight:0.01, high-r:0.72, lr:0.0100
[00:52:02.463] iteration:19  t-loss:0.4675, loss-lb:0.4574, loss-ulb:0.7503, weight:0.01, high-r:0.74, lr:0.0100
[00:52:03.138] iteration:20  t-loss:0.4435, loss-lb:0.4334, loss-ulb:0.7502, weight:0.01, high-r:0.75, lr:0.0100
[00:52:03.814] iteration:21  t-loss:0.4447, loss-lb:0.4346, loss-ulb:0.7502, weight:0.01, high-r:0.76, lr:0.0100
[00:52:04.488] iteration:22  t-loss:0.4313, loss-lb:0.4212, loss-ulb:0.7501, weight:0.01, high-r:0.77, lr:0.0100
[00:52:05.163] iteration:23  t-loss:0.4321, loss-lb:0.4220, loss-ulb:0.7501, weight:0.01, high-r:0.78, lr:0.0100
[00:52:05.837] iteration:24  t-loss:0.4155, loss-lb:0.4053, loss-ulb:0.7504, weight:0.01, high-r:0.79, lr:0.0100
[00:52:06.449] iteration:25  t-loss:0.4277, loss-lb:0.4176, loss-ulb:0.7503, weight:0.01, high-r:0.78, lr:0.0100
[00:52:06.947] iteration:26  t-loss:0.4071, loss-lb:0.3970, loss-ulb:0.7500, weight:0.01, high-r:0.77, lr:0.0100
[00:52:07.612] iteration:27  t-loss:0.4351, loss-lb:0.4250, loss-ulb:0.7502, weight:0.01, high-r:0.77, lr:0.0100
[00:52:08.259] iteration:28  t-loss:0.4260, loss-lb:0.4159, loss-ulb:0.7503, weight:0.01, high-r:0.79, lr:0.0100
[00:52:08.933] iteration:29  t-loss:0.4531, loss-lb:0.4430, loss-ulb:0.7503, weight:0.01, high-r:0.78, lr:0.0100
[00:52:09.606] iteration:30  t-loss:0.4364, loss-lb:0.4263, loss-ulb:0.7502, weight:0.01, high-r:0.79, lr:0.0100
[00:52:10.284] iteration:31  t-loss:0.4304, loss-lb:0.4203, loss-ulb:0.7501, weight:0.01, high-r:0.78, lr:0.0100
[00:52:10.957] iteration:32  t-loss:0.4298, loss-lb:0.4197, loss-ulb:0.7501, weight:0.01, high-r:0.80, lr:0.0100
[00:52:11.630] iteration:33  t-loss:0.4134, loss-lb:0.4033, loss-ulb:0.7501, weight:0.01, high-r:0.80, lr:0.0100
[00:52:12.303] iteration:34  t-loss:0.4396, loss-lb:0.4295, loss-ulb:0.7503, weight:0.01, high-r:0.78, lr:0.0100
